model_name,tags,model_price,Input,Output
qwen3-30b-a3b-thinking-2507,"Chat,Vision,Thinking",0,0.7,2.8
qwen3-32b,"Chat,Vision",0,1,4
qwen3-4b,"Chat,Vision",0,0.3,1.2
qwen3-8b,"Chat,Vision",0,0.5,2
qwen3-coder,"Chat,Thinking",0,6,24
qwen3-coder-30b-a3b-instruct,"Chat,Thinking",0,1.5,6
qwen3-coder-480b-a35b-instruct,"Chat,Thinking",0,0.015,0.06
qwen3-coder-flash,,0,1,4
qwen3-coder-plus,"Chat,Thinking",0,4,16
qwen3-max,Chat,0,3.2,12.8
qwen3-max-preview,Chat,0,6,24
qwen3-max-preview-n,Chat,0,1.75,7
qwen3-next-80b-a3b-instruct,Chat,0,1,4
qwen3-next-80b-a3b-thinking,Chat,0,1,4
qwen3-vl-235b-a22b-instruct,"Chat,Vision",0,2,8
qwen3-vl-235b-a22b-thinking,"Chat,Vision,Thinking",0,2,8
qwen3-vl-30b-a3b-instruct,Chat,0,0.75,3
qwen3-vl-30b-a3b-thinking,Chat,0,75,75
qwen3-vl-32b-instruct,Chat,0,2,8
qwen3-vl-32b-thinking,Chat,0,75,75
qwen3-vl-8b-instruct,Chat,0,0.5,2
qwen3-vl-8b-thinking,Chat,0,75,75
qwen3-vl-flash,Chat,0,0.15,1.5
qwen3-vl-plus,"Chat,Vision",0,1,10
qwq-32b,"Chat,Vision,Thinking",0,2,6
qwq-72b-preview,Chat,0,75,75
qwq-plus,Chat,0,1.6,4
qwq-plus-2025-03-05,Chat,0,1.6,4
recraft-ai/recraft-v3,"Image Generation,Async",0.2,0,0
recraft-ai/recraft-v3-svg,"Image Generation,Async",0.4,0,0
riffusion/riffusion,"Music,Async",0.235,0,0
runwayml-gen3a_turbo-10,"Video Generation,Async",4,0,0
runwayml-gen3a_turbo-5,"Video Generation,Async",2,0,0
runwayml-gen4_turbo-10,"Video Generation,Async",4,0,0
runwayml-gen4_turbo-5,"Video Generation,Async",2,0,0
seed-oss-36b-instruct,Chat,0,1.2,12
sora-2,Video Generation,0.2,0,0
sora-2-characters,,0.01,0,0
sora-2-landscape,"Video Generation
",0.15,0,0
sora-2-landscape-hd,Video Generation,0.15,0,0
sora-2-portrait,Video Generation,0.15,0,0
sora-2-portrait-hd,Video Generation,0.15,0,0
sora-2-pro,Video Generation,3.6,0,0
sora_image,"Image Generation,Chat",0.05,0,0
stability-ai/sdxl,"Image Generation,Async",0.015,0,0
stability-ai/stable-diffusion,"Image Generation,Async",0.017,0,0
stability-ai/stable-diffusion-img2img,"Image Generation,Async",0.215,0,0
stability-ai/stable-diffusion-inpainting,"Image Generation,Async",0.0075,0,0
sujaykhandekar/object-removal,"Image Generation,Async",0.0485,0,0
suno_lyrics,"Music,Async",0.03,0,0
suno_music,"Music,Async",1,0,0
test-model,,0.2,0,0
text-ada-001,Chat,0,0.4,0.4
text-babbage-001,Chat,0,0.5,0.5
text-curie-001,Chat,0,2,2
text-embedding-3-large,"vector,text embedding",0,0.13,0.13
text-embedding-3-small,"vector,text embedding",0,0.02,0.02
text-embedding-ada-002,"vector,text embedding",0,0.1,0.1
text-embedding-v1,"vector,text embedding",0,0.1,0.1
text-moderation-stable,Chat,0,0.2,0.2
text-search-ada-doc-001,"vector,text embedding",0,20,20
tts-1,text to speech,0,15,15
tts-1-1106,text to speech,0,15,15
tts-1-hd,text to speech,0,30,30
tts-1-hd-1106,text to speech,0,30,30
veo2,"Video Generation,Async",0.45,0,0
veo2-fast,"Video Generation,Async",0.45,0,0
veo2-fast-components,"Video Generation,Async",0.45,0,0
veo2-fast-frames,"Video Generation,Async",0.45,0,0
veo2-pro,"Video Generation,Async",4,0,0
veo2-pro-components,"Video Generation,Async",4,0,0
veo3-fast,"Video Generation,Async",0.9,0,0
veo3-fast-frames,"Video Generation,Async",0.9,0,0
veo3-frames,"Video Generation,Async",0.9,0,0
veo3-pro,"Video Generation,Async",4,0,0
veo3.1-fast-components,"Video Generation,Async",0.26,0,0
wan2.5-i2v-preview,"Video Generation,Async",0.36,0,0
wan2.6-i2v,,0.36,0,0
wen-max-2025-01-25,,0,75,75
whisper-1,Speech to Text,0,30,30
